#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
904551	25522	397785	247554	99124	-	-	Prkcz	mapk1-b	14-3-3-zetaisoform|r14-3-3|Pkcz	erk2|erk|prkm2|mapk1b|Xp42|mapk2|ert1|prkm1|p42mapk|mpk1|mapk	Reconstituted Complex	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	-	-	-	-	BioGRID
904552	25522	398985	247554	100311	-	-	Prkcz	mapk1-a	14-3-3-zetaisoform|r14-3-3|Pkcz	xp42|erk|prkm2|erk2|mapk2|mapk1|ert1|prkm1|p42mapk|mpk1|mapk|mapk1a	Reconstituted Complex	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	-	-	-	-	BioGRID
904553	25522	379991	247554	98233	-	-	Prkcz	map2k1	14-3-3-zetaisoform|r14-3-3|Pkcz	mek-2	Reconstituted Complex	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	-	-	-	-	BioGRID
904595	311786	50522	260042	248372	-	-	Traf2	Ubc	-	-	Affinity Capture-Western	physical	Wang YX (2013)	24011916	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
904628	25522	170851	247554	251005	-	-	Prkcz	Map2k1	14-3-3-zetaisoform|r14-3-3|Pkcz	Mek1	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904629	25522	58960	247554	248693	-	-	Prkcz	Map2k2	14-3-3-zetaisoform|r14-3-3|Pkcz	Prkmk2	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904630	25522	446833	247554	103693	-	-	Prkcz	nfkbia	14-3-3-zetaisoform|r14-3-3|Pkcz	-	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904631	24703	446833	246833	103693	-	-	Raf1	nfkbia	-	-	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904632	170851	398985	251005	100311	-	-	Map2k1	mapk1-a	Mek1	xp42|erk|prkm2|erk2|mapk2|mapk1|ert1|prkm1|p42mapk|mpk1|mapk|mapk1a	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904633	58960	398985	248693	100311	-	-	Map2k2	mapk1-a	Prkmk2	xp42|erk|prkm2|erk2|mapk2|mapk1|ert1|prkm1|p42mapk|mpk1|mapk|mapk1a	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904634	170851	397785	251005	99124	-	-	Map2k1	mapk1-b	Mek1	erk2|erk|prkm2|mapk1b|Xp42|mapk2|ert1|prkm1|p42mapk|mpk1|mapk	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904635	58960	397785	248693	99124	-	-	Map2k2	mapk1-b	Prkmk2	erk2|erk|prkm2|mapk1b|Xp42|mapk2|ert1|prkm1|p42mapk|mpk1|mapk	Biochemical Activity	physical	Diaz-Meco MT (1994)	8026469	10116	8355	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904642	24329	85385	246506	250090	-	-	Egfr	Shc1	ERBB1|Errp|ErbB-1	P66shc	Affinity Capture-Western	physical	Piiper A (2002)	12218049	10116	10116	Low Throughput	-	-	-	interactions increased by forskolin	-	BioGRID
904643	24329	81504	246506	249501	-	-	Egfr	Grb2	ERBB1|Errp|ErbB-1	-	Affinity Capture-Western	physical	Piiper A (2002)	12218049	10116	10116	Low Throughput	-	-	-	interactions increased by forskolin	-	BioGRID
904644	24329	361388	246506	262640	-	-	Egfr	Gab1	ERBB1|Errp|ErbB-1	-	Affinity Capture-Western	physical	Piiper A (2002)	12218049	10116	10116	Low Throughput	-	-	-	interactions increased by forskolin	-	BioGRID
904755	302938	829301	257343	14587	-	At4g31730	Mgrn1	GDU1	RGD1311862	GLUTAMINE DUMPER 1|GLUTAMINE DUMPER1|F28M20.80|F28M20_80	Two-hybrid	physical	Guerra DD (2013)	24036454	10116	3702	Low Throughput	-	-	-	-	-	BioGRID
904756	302938	828681	257343	13968	-	At4g25760	Mgrn1	GDU2	RGD1311862	ATGDU2|glutamine dumper 2|F14M19.40|F14M19_40	Two-hybrid	physical	Guerra DD (2013)	24036454	10116	3702	Low Throughput	-	-	-	-	-	BioGRID
904757	302938	835875	257343	21119	-	At5g57685	Mgrn1	GDU3	RGD1311862	ATGDU3|LESS SUSCEPTIBLE TO BSCTV 1|Arabidopsis thaliana GLUTAMINE DUMPER 3|glutamine dumper 3|LSB1	Two-hybrid	physical	Guerra DD (2013)	24036454	10116	3702	Low Throughput	-	-	-	-	-	BioGRID
904758	302938	832562	257343	17837	-	At5g24920	Mgrn1	GDU5	RGD1311862	glutamine dumper 5|F6A4.130|AtGDU5|F6A4_130	Two-hybrid	physical	Guerra DD (2013)	24036454	10116	3702	Low Throughput	-	-	-	-	-	BioGRID
904759	302938	829301	257343	14587	-	At4g31730	Mgrn1	GDU1	RGD1311862	GLUTAMINE DUMPER 1|GLUTAMINE DUMPER1|F28M20.80|F28M20_80	Reconstituted Complex	physical	Guerra DD (2013)	24036454	10116	3702	Low Throughput	-	-	-	-	-	BioGRID
904870	25522	25522	247554	247554	-	-	Prkcz	Prkcz	14-3-3-zetaisoform|r14-3-3|Pkcz	14-3-3-zetaisoform|r14-3-3|Pkcz	Biochemical Activity	physical	Bandyopadhyay G (2001)	11463795	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904871	84006	84006	249872	249872	-	-	Prkci	Prkci	Pkcl	Pkcl	Biochemical Activity	physical	Bandyopadhyay G (2001)	11463795	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
904936	305251	314856	258112	260847	-	-	Rassf6	Mdm2	-	-	Affinity Capture-Western	physical	Iwasa H (2013)	24003224	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
904937	314856	305251	260847	258112	-	-	Mdm2	Rassf6	-	-	Affinity Capture-Western	physical	Iwasa H (2013)	24003224	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
904976	24468	50522	246629	248372	-	-	Hspa8	Ubc	Hsc70	-	Affinity Capture-Western	physical	Bertrand J (2013)	24030972	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
905162	25097	50646	247169	248405	-	-	Pld2	Ptk2b	Pldc	Pyk2|CAKbeta	Affinity Capture-Western	physical	Banno Y (2005)	15705590	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
905163	50646	25097	248405	247169	-	-	Ptk2b	Pld2	Pyk2|CAKbeta	Pldc	Affinity Capture-Western	physical	Banno Y (2005)	15705590	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
905164	83805	25097	249840	247169	-	-	Src	Pld2	-	Pldc	Affinity Capture-Western	physical	Banno Y (2005)	15705590	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
905246	18128	29146	201808	247829	RP23-306D20.12-001	-	Notch1	Jag1	lin-12|Mis6|9930111A19Rik|Tan1	-	Affinity Capture-Western	physical	Schmidt MH (2009)	19503073	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
905247	18128	29147	201808	247830	RP23-306D20.12-001	-	Notch1	Jag2	lin-12|Mis6|9930111A19Rik|Tan1	-	Affinity Capture-Western	physical	Schmidt MH (2009)	19503073	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
905742	25060	5730	247137	111702	-	RP11-229P13.6	Hk3	PTGDS	RNU73859	PDS|PGDS|PGDS2|PGD2|LPGDS|L-PGDS	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905743	25060	3952	247137	110143	-	-	Hk3	LEP	RNU73859	OB|OBS	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905744	25060	2896	247137	109153	-	-	Hk3	GRN	RNU73859	GEP|PEPI|PCDGF|PGRN|GP88	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905745	25060	3487	247137	109708	-	-	Hk3	IGFBP4	RNU73859	HT29-IGFBP|IGFBP-4|IBP4|BP-4	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905746	25060	7709	247137	113503	-	RP1-134O19.2	Hk3	ZBTB17	RNU73859	ZNF151|MIZ-1|ZNF60|pHZ-67	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905747	25060	5730	247137	111702	-	RP11-229P13.6	Hk3	PTGDS	RNU73859	PDS|PGDS|PGDS2|PGD2|LPGDS|L-PGDS	Reconstituted Complex	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905748	25060	3952	247137	110143	-	-	Hk3	LEP	RNU73859	OB|OBS	Reconstituted Complex	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905749	25060	2896	247137	109153	-	-	Hk3	GRN	RNU73859	GEP|PEPI|PCDGF|PGRN|GP88	Reconstituted Complex	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905750	25060	3487	247137	109708	-	-	Hk3	IGFBP4	RNU73859	HT29-IGFBP|IGFBP-4|IBP4|BP-4	Reconstituted Complex	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905751	25060	7709	247137	113503	-	RP1-134O19.2	Hk3	ZBTB17	RNU73859	ZNF151|MIZ-1|ZNF60|pHZ-67	Reconstituted Complex	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905752	25059	5730	247136	111702	-	RP11-229P13.6	Hk2	PTGDS	-	PDS|PGDS|PGDS2|PGD2|LPGDS|L-PGDS	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905753	25059	3487	247136	109708	-	-	Hk2	IGFBP4	-	HT29-IGFBP|IGFBP-4|IBP4|BP-4	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905754	25059	7709	247136	113503	-	RP1-134O19.2	Hk2	ZBTB17	-	ZNF151|MIZ-1|ZNF60|pHZ-67	Two-hybrid	physical	Sui D (2000)	11068878	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
905755	5730	25059	111702	247136	RP11-229P13.6	-	PTGDS	Hk2	PDS|PGDS|PGDS2|PGD2|LPGDS|L-PGDS	-	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905756	3487	25059	109708	247136	-	-	IGFBP4	Hk2	HT29-IGFBP|IGFBP-4|IBP4|BP-4	-	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905757	7709	25059	113503	247136	RP1-134O19.2	-	ZBTB17	Hk2	ZNF151|MIZ-1|ZNF60|pHZ-67	-	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905758	5730	25060	111702	247137	RP11-229P13.6	-	PTGDS	Hk3	PDS|PGDS|PGDS2|PGD2|LPGDS|L-PGDS	RNU73859	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905759	3487	25060	109708	247137	-	-	IGFBP4	Hk3	HT29-IGFBP|IGFBP-4|IBP4|BP-4	RNU73859	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905760	7709	25060	113503	247137	RP1-134O19.2	-	ZBTB17	Hk3	ZNF151|MIZ-1|ZNF60|pHZ-67	RNU73859	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905761	2896	25060	109153	247137	-	-	GRN	Hk3	GEP|PEPI|PCDGF|PGRN|GP88	RNU73859	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905762	3952	25060	110143	247137	-	-	LEP	Hk3	OB|OBS	RNU73859	Reconstituted Complex	physical	Sui D (2000)	11068878	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
905768	25060	25526	247137	247558	-	-	Hk3	Ptgds	RNU73859	PH2DISO	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905769	25060	360622	247137	262076	-	-	Hk3	Igfbp4	RNU73859	IBP4|IGF-BP4	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905770	25060	313666	247137	260507	-	-	Hk3	Zbtb17	RNU73859	Zfp100	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905771	25060	29143	247137	247826	-	-	Hk3	Grn	RNU73859	-	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905772	25060	25608	247137	247637	-	-	Hk3	Lep	RNU73859	obese|OB	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905773	25608	25526	247637	247558	-	-	Lep	Ptgds	obese|OB	PH2DISO	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905774	25608	360622	247637	262076	-	-	Lep	Igfbp4	obese|OB	IBP4|IGF-BP4	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905775	25608	313666	247637	260507	-	-	Lep	Zbtb17	obese|OB	Zfp100	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905776	25608	29143	247637	247826	-	-	Lep	Grn	obese|OB	-	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
905777	25608	25060	247637	247137	-	-	Lep	Hk3	obese|OB	RNU73859	Affinity Capture-Western	physical	Sui D (2000)	11068878	10116	10116	Low Throughput	-	-	-	interaction occurred between endogenous proteins in rat PC12 cells	-	BioGRID
906078	1080	64525	107506	249109	tcag7.78	-	CFTR	Tceb1	TNR-CFTR|CF|dJ760C5.1|CFTR/MRP|ABCC7|ABC35|MRP7	-	Affinity Capture-MS	physical	Wang X (2006)	17110338	9606	10116	High Throughput	-	-	-	-	-	BioGRID
906082	1080	24818	107506	246940	tcag7.78	-	CFTR	Tcp1	TNR-CFTR|CF|dJ760C5.1|CFTR/MRP|ABCC7|ABC35|MRP7	Tcp-1|CCTalpha	Affinity Capture-MS	physical	Wang X (2006)	17110338	9606	10116	High Throughput	-	-	-	T84 cell	-	BioGRID
906271	94202	83805	250182	249840	-	-	Ptprr	Src	Pcptp1	-	Reconstituted Complex	physical	Jung EJ (2002)	12526090	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906272	94202	83805	250182	249840	-	-	Ptprr	Src	Pcptp1	-	Affinity Capture-Western	physical	Jung EJ (2002)	12526090	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906273	85385	54259	250090	248482	-	-	Shc1	Inpp5d	P66shc	-	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906274	312477	54259	260183	248482	-	-	Dok1	Inpp5d	Dok-1	-	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906275	312477	25676	260183	247705	-	-	Dok1	Rasa1	Dok-1	GAPX|Rasa	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906276	54259	289211	248482	252829	-	-	Inpp5d	Fcgr2b	-	FCRII|Fcgr2	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906277	54259	312477	248482	260183	-	-	Inpp5d	Dok1	-	Dok-1	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906278	54259	25316	248482	247355	-	-	Inpp5d	Ms4a2	-	Fcer1b|Ms4a1|FCIGA	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
906280	14130	54259	199619	248482	-	-	Fcgr2b	Inpp5d	AI528646|Fcr-2|FcgRII|Ly-m20|Fc[g]RII|CD32|Fcgr2a|LyM-1|Fcgr2|F630109E10Rik|Ly-17|Fcr-3	-	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
906281	13448	54259	199267	248482	-	-	Dok1	Inpp5d	p62DOK|AW557123	-	Affinity Capture-Western	physical	Ott VL (2002)	11970986	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
907683	363854	29527	264451	248163	-	-	Elavl1	Ptgs2	HuR	Cox2|COX-2	Affinity Capture-RNA	physical	Doller A (2009)	19246637	10116	10116	Low Throughput	-	-	-	angiotensin II (CHEBI:48432) increases binding	-	BioGRID
907684	363854	24617	264451	246756	-	-	Elavl1	Serpine1	HuR	PAI1A|Pai1aa|RATPAI1A|Pai1|Planh	Affinity Capture-RNA	physical	Doller A (2009)	19246637	10116	10116	Low Throughput	-	-	-	angiotensin II (CHEBI:48432) increases binding	-	BioGRID
907685	363854	29527	264451	248163	-	-	Elavl1	Ptgs2	HuR	Cox2|COX-2	Protein-RNA	physical	Doller A (2009)	19246637	10116	10116	Low Throughput	-	-	-	RNA-EMSA; angiotensin II (CHEBI:48432) increases binding	-	BioGRID
907686	363854	24617	264451	246756	-	-	Elavl1	Serpine1	HuR	PAI1A|Pai1aa|RATPAI1A|Pai1|Planh	Protein-RNA	physical	Doller A (2009)	19246637	10116	10116	Low Throughput	-	-	-	RNA-EMSA; angiotensin II (CHEBI:48432) increases binding	-	BioGRID
907687	24617	170538	246756	250924	-	-	Serpine1	Prkcd	PAI1A|Pai1aa|RATPAI1A|Pai1|Planh	Pkcd	Affinity Capture-Western	physical	Doller A (2009)	19246637	10116	10116	Low Throughput	-	-	-	interaction observed in nuclear fractions from cells treated with angiotensin II (CHEBI:48432)	-	BioGRID
907694	25330	25557	247369	247588	-	-	Lipe	Star	HSL	-	Affinity Capture-Western	physical	Shen WJ (2003)	12925534	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907695	25330	64822	247369	249200	-	-	Lipe	Fabp9	HSL	Tlbp	Two-hybrid	physical	Shen WJ (1999)	10318917	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907696	25330	64822	247369	249200	-	-	Lipe	Fabp9	HSL	Tlbp	Affinity Capture-Western	physical	Shen WJ (1999)	10318917	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907697	64822	25330	249200	247369	-	-	Fabp9	Lipe	Tlbp	HSL	Reconstituted Complex	physical	Shen WJ (1999)	10318917	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907698	25330	25557	247369	247588	-	-	Lipe	Star	HSL	-	Reconstituted Complex	physical	Shen WJ (2003)	12925534	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907718	192218	24653	251357	246788	-	-	Kat5	Pla2g4a	Htatip|Tip60|Htatip1	cPLA2|Pla2c|Pla2g4	Affinity Capture-Western	physical	Sheridan AM (2001)	11416127	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
907733	29659	116563	248281	250498	-	-	P2rx4	Ap2m1	-	mu2|Ap50|Clapm1	Co-crystal Structure	physical	Royle SJ (2005)	15985462	10116	10116	Low Throughput	-	-	-	P2rx4 peptide	-	BioGRID
907807	24392	24242	246562	246428	-	rCG_20808	Gja1	Calm1	Cx43	CaMII|Calm2|CaMI|Calm3	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907808	24392	140662	246562	250823	-	-	Gja1	Rplp2	Cx43	RP2	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907809	24392	362401	246562	263420	-	-	Gja1	Tmem43	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907810	24392	29437	246562	248084	-	-	Gja1	Acta1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907811	24392	64303	246562	249018	-	-	Gja1	Pfn1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907812	24392	29338	246562	247997	-	-	Gja1	Prdx2	Cx43	Tdpx1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907813	24392	29288	246562	247958	-	-	Gja1	Rps3a	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907814	24392	25578	246562	247609	-	-	Gja1	Ywhaz	Cx43	14-3-3z	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907815	24392	25380	246562	247419	-	-	Gja1	Anxa1	Cx43	p35|Anx1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907816	24392	81768	246562	249640	-	-	Gja1	Rpl22	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907817	24392	24189	246562	246379	-	-	Gja1	Aldoa	Cx43	RNALDOG5|Aldo1	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907818	24392	296197	246562	255278	-	-	Gja1	Dstnl1	Cx43	Dstn	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907819	24392	64306	246562	249021	-	-	Gja1	Rpl27	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907820	24392	295347	246562	254977	-	-	Gja1	Rap1a	Cx43	rap 1A|RAP-1A	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907821	24392	300033	246562	256417	-	-	Gja1	Eef1d	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907822	24392	24192	246562	246382	-	-	Gja1	Akr1b1	Cx43	Akr1b4|Alr|Aldr1|Akr1b3|ALR-P-I|RATALDRED|ALDRED	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907823	24392	56611	246562	248566	-	-	Gja1	Anxa2	Cx43	ANX2	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907824	24392	64205	246562	249011	-	-	Gja1	Rplp0	Cx43	Arbp	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907825	24392	287379	246562	252128	-	-	Gja1	Shmt1	Cx43	mShmt|Shmt|LRRGT00032	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907826	24392	297518	246562	255601	-	-	Gja1	Arpc4	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907827	24392	24588	246562	246731	-	-	Gja1	Nefm	Cx43	Nfm|Nef3	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907828	24392	25390	246562	247428	-	-	Gja1	Atp1b3	Cx43	NKAB3S	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907829	24392	171374	246562	251212	-	-	Gja1	Atp5b	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907830	24392	287986	246562	252406	-	-	Gja1	Eif4g1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907831	24392	84509	246562	249998	-	-	Gja1	Ran	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907832	24392	287877	246562	252366	-	-	Gja1	Pycr1	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907833	24392	300228	246562	256500	-	-	Gja1	Lima1	Cx43	eplin	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907834	24392	365388	246562	265335	-	-	Gja1	Psmd13	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907835	24392	288666	246562	252647	-	-	Gja1	Vps29	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907836	24392	29282	246562	247952	-	-	Gja1	Rpl23	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907837	24392	63836	246562	248895	-	-	Gja1	Actn4	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907838	24392	64313	246562	249025	-	-	Gja1	Oat	Cx43	rOAT	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907839	24392	308759	246562	259130	-	-	Gja1	Unc45a	Cx43	RGD1305357	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907840	24392	291874	246562	253671	-	-	Gja1	Nup93	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907841	24392	29286	246562	247956	-	-	Gja1	Rps17	Cx43	-	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
907842	24392	24688	246562	246820	-	-	Gja1	Prph	Cx43	Prph1|Perf	Affinity Capture-MS	physical	Chen VC (2012)	23106098	10116	10116	High Throughput	-	-	-	-	-	BioGRID
